Location,Year,Month,average_temp,Season
Cobar,2013,October,20.40483870967742,Spring
Cobar,2013,November,22.796666666666667,Spring
Cobar,2013,December,26.230645161290322,Summer
Cobar,2014,January,28.95806451612903,Summer
Cobar,2014,February,28.416071428571428,Summer
Cobar,2014,March,23.448333333333334,Autumn
Cobar,2014,April,20.14666666666667,Autumn
Cobar,2014,May,16.543548387096774,Autumn
Cobar,2014,June,11.893333333333333,Winter
Cobar,2014,July,11.120689655172415,Winter
Cobar,2014,August,12.431666666666667,Winter
Cobar,2014,September,16.178333333333335,Spring
Cobar,2014,October,22.391935483870967,Spring
Cobar,2014,November,26.08,Spring
Cobar,2014,December,27.03709677419355,Summer
Cobar,2015,January,26.133870967741935,Summer
Cobar,2015,February,28.410714285714285,Summer
Cobar,2015,March,24.37741935483871,Autumn
Cobar,2015,April,18.438333333333333,Autumn
Cobar,2015,May,14.598387096774193,Autumn
Cobar,2015,June,11.451666666666666,Winter
Cobar,2015,July,9.508064516129032,Winter
Cobar,2015,August,11.825806451612904,Winter
Cobar,2015,September,15.068333333333333,Spring
Cobar,2015,October,24.641935483870967,Spring
Cobar,2015,November,24.375,Spring
Cobar,2015,December,26.766129032258064,Summer
Cobar,2016,January,27.85322580645161,Summer
Cobar,2016,February,28.55862068965517,Summer
Cobar,2016,March,25.53225806451613,Autumn
Cobar,2016,April,21.925,Autumn
Cobar,2016,May,15.651612903225807,Autumn
Cobar,2016,June,11.528333333333334,Winter
Cobar,2016,July,10.969354838709677,Winter
Cobar,2016,August,11.638709677419355,Winter
Cobar,2016,September,13.121666666666666,Spring
Cobar,2016,October,17.475806451612904,Spring
Cobar,2016,November,22.846666666666668,Spring
Cobar,2016,December,27.27741935483871,Summer
Cobar,2017,January,30.686206896551724,Summer
Cobar,2017,February,29.042857142857144,Summer
Cobar,2017,March,26.11774193548387,Autumn
Cobar,2017,April,19.016666666666666,Autumn
Cobar,2017,May,14.582258064516129,Autumn
Cobar,2017,June,11.576,Winter
CoffsHarbour,2009,January,23.301612903225806,Summer
CoffsHarbour,2009,February,23.274074074074075,Summer
CoffsHarbour,2009,March,22.15806451612903,Autumn
CoffsHarbour,2009,April,19.828333333333333,Autumn
CoffsHarbour,2009,May,16.774193548387096,Autumn
CoffsHarbour,2009,June,14.343333333333334,Winter
CoffsHarbour,2009,July,13.509677419354839,Winter
CoffsHarbour,2009,August,16.058064516129033,Winter
CoffsHarbour,2009,September,17.34166666666667,Spring
CoffsHarbour,2009,October,19.064516129032256,Spring
CoffsHarbour,2009,November,22.368333333333332,Spring
CoffsHarbour,2009,December,23.343103448275862,Summer
CoffsHarbour,2010,January,24.190322580645162,Summer
CoffsHarbour,2010,February,24.005357142857143,Summer
CoffsHarbour,2010,March,22.466129032258063,Autumn
CoffsHarbour,2010,April,20.398333333333333,Autumn
CoffsHarbour,2010,May,16.78548387096774,Autumn
CoffsHarbour,2010,June,14.163333333333334,Winter
CoffsHarbour,2010,July,14.666129032258064,Winter
CoffsHarbour,2010,August,13.779032258064516,Winter
CoffsHarbour,2010,September,17.76,Spring
CoffsHarbour,2010,October,18.425806451612903,Spring
CoffsHarbour,2010,November,20.545,Spring
CoffsHarbour,2010,December,22.333870967741937,Summer
CoffsHarbour,2011,January,23.611290322580643,Summer
CoffsHarbour,2011,February,24.35535714285714,Summer
CoffsHarbour,2011,March,22.65967741935484,Autumn
CoffsHarbour,2011,April,27.191612903225806,Autumn
CoffsHarbour,2011,May,15.620967741935484,Autumn
CoffsHarbour,2011,June,13.783333333333333,Winter
CoffsHarbour,2011,July,13.137096774193548,Winter
CoffsHarbour,2011,August,14.787096774193548,Winter
CoffsHarbour,2011,September,16.655,Spring
CoffsHarbour,2011,October,17.970967741935485,Spring
CoffsHarbour,2011,November,22.495,Spring
CoffsHarbour,2011,December,20.62741935483871,Summer
CoffsHarbour,2012,January,23.11774193548387,Summer
CoffsHarbour,2012,February,23.00862068965517,Summer
CoffsHarbour,2012,March,21.720967741935485,Autumn
CoffsHarbour,2012,April,19.884999999999998,Autumn
CoffsHarbour,2012,May,15.956451612903226,Autumn
CoffsHarbour,2012,June,14.026666666666667,Winter
CoffsHarbour,2012,July,14.114516129032259,Winter
CoffsHarbour,2012,August,14.285483870967742,Winter
CoffsHarbour,2012,September,16.946666666666665,Spring
CoffsHarbour,2012,October,18.651612903225807,Spring
CoffsHarbour,2012,November,21.216666666666665,Spring
CoffsHarbour,2012,December,24.399166666666662,Summer
CoffsHarbour,2012,December,24.399166666666662,Summer
CoffsHarbour,2013,January,24.229032258064517,Summer
CoffsHarbour,2013,February,29.07483870967742,Summer
CoffsHarbour,2013,March,22.483870967741936,Autumn
CoffsHarbour,2013,April,19.25,Autumn
CoffsHarbour,2013,May,16.39032258064516,Autumn
CoffsHarbour,2013,June,15.106666666666667,Winter
CoffsHarbour,2013,July,14.751612903225807,Winter
CoffsHarbour,2013,August,14.817741935483872,Winter
CoffsHarbour,2013,September,18.908333333333335,Spring
CoffsHarbour,2013,October,20.416129032258066,Spring
CoffsHarbour,2013,November,20.77,Spring
CoffsHarbour,2013,December,22.201612903225804,Summer
CoffsHarbour,2014,January,23.36935483870968,Summer
CoffsHarbour,2014,February,23.071428571428573,Summer
CoffsHarbour,2014,March,22.243548387096773,Autumn
CoffsHarbour,2014,April,20.845,Autumn
CoffsHarbour,2014,May,17.364,Autumn
CoffsHarbour,2014,June,15.086666666666666,Winter
CoffsHarbour,2014,July,13.135483870967741,Winter
CoffsHarbour,2014,August,15.106451612903225,Winter
CoffsHarbour,2014,September,16.588333333333335,Spring
CoffsHarbour,2014,October,19.648387096774194,Spring
CoffsHarbour,2014,November,22.465,Spring
CoffsHarbour,2014,December,23.61304347826087,Summer
CoffsHarbour,2015,January,24.22258064516129,Summer
CoffsHarbour,2015,February,23.110714285714284,Summer
CoffsHarbour,2015,March,23.387096774193548,Autumn
CoffsHarbour,2015,April,19.571666666666665,Autumn
CoffsHarbour,2015,May,17.08225806451613,Autumn
CoffsHarbour,2015,June,14.813333333333333,Winter
CoffsHarbour,2015,July,13.293548387096774,Winter
CoffsHarbour,2015,August,14.92741935483871,Winter
CoffsHarbour,2015,September,16.2,Spring
CoffsHarbour,2015,October,20.066129032258065,Spring
CoffsHarbour,2015,November,22.135,Spring
CoffsHarbour,2015,December,22.701666666666668,Summer
CoffsHarbour,2016,January,23.39516129032258,Summer
CoffsHarbour,2016,February,24.178571428571427,Summer
CoffsHarbour,2016,March,23.261290322580646,Autumn
CoffsHarbour,2016,April,21.31,Autumn
CoffsHarbour,2016,May,17.751612903225805,Autumn
CoffsHarbour,2016,June,15.416666666666666,Winter
CoffsHarbour,2016,July,14.079032258064517,Winter
CoffsHarbour,2016,August,14.908064516129032,Winter
CoffsHarbour,2016,September,17.513793103448275,Spring
CoffsHarbour,2016,October,18.38225806451613,Spring
CoffsHarbour,2016,November,21.339655172413792,Spring
CoffsHarbour,2016,December,23.661290322580644,Summer
CoffsHarbour,2017,January,25.20967741935484,Summer
CoffsHarbour,2017,February,24.735714285714284,Summer
CoffsHarbour,2017,March,22.838709677419356,Autumn
CoffsHarbour,2017,April,19.211666666666666,Autumn
CoffsHarbour,2017,May,17.398387096774194,Autumn
CoffsHarbour,2017,June,16.089583333333334,Winter
Dartmoor,2009,January,NA,Summer
Dartmoor,2009,February,NA,Summer
Dartmoor,2009,March,16.10217391304348,Autumn
Dartmoor,2009,April,12.998214285714285,Autumn
Dartmoor,2009,May,11.90967741935484,Autumn
Dartmoor,2009,June,9.741666666666667,Winter
Dartmoor,2009,July,9.679032258064517,Winter
Dartmoor,2009,August,11.424193548387096,Winter
Dartmoor,2009,September,11.791666666666666,Spring
Dartmoor,2009,October,12.540322580645162,Spring
Dartmoor,2009,November,19.423333333333332,Spring
Dartmoor,2009,December,17.924193548387098,Summer
Dartmoor,2010,January,18.770967741935483,Summer
Dartmoor,2010,February,20.442857142857143,Summer
Dartmoor,2010,March,17.98225806451613,Autumn
Dartmoor,2010,April,15.486666666666666,Autumn
Dartmoor,2010,May,11.753225806451614,Autumn
Dartmoor,2010,June,9.133333333333333,Winter
Dartmoor,2010,July,9.251612903225807,Winter
Dartmoor,2010,August,9.459677419354838,Winter
Dartmoor,2010,September,10.546666666666667,Spring
Dartmoor,2010,October,12.859677419354838,Spring
Dartmoor,2010,November,15.385,Spring
Dartmoor,2010,December,17.120967741935484,Summer
Dartmoor,2011,January,18.780645161290323,Summer
Dartmoor,2011,February,18.09107142857143,Summer
Dartmoor,2011,March,16.133870967741935,Autumn
Dartmoor,2011,April,12.907096774193548,Autumn
Dartmoor,2011,May,11.324193548387097,Autumn
Dartmoor,2011,June,9.818333333333333,Winter
Dartmoor,2011,July,9.596774193548388,Winter
Dartmoor,2011,August,11.522580645161291,Winter
Dartmoor,2011,September,11.911666666666667,Spring
Dartmoor,2011,October,13.917741935483871,Spring
Dartmoor,2011,November,16.528333333333332,Spring
Dartmoor,2011,December,17.89032258064516,Summer
Dartmoor,2012,January,20.675806451612903,Summer
Dartmoor,2012,February,19.617241379310343,Summer
Dartmoor,2012,March,16.84516129032258,Autumn
Dartmoor,2012,April,15.341666666666667,Autumn
Dartmoor,2012,May,11.416129032258064,Autumn
Dartmoor,2012,June,9.381666666666668,Winter
Dartmoor,2012,July,9.714516129032258,Winter
Dartmoor,2012,August,9.791935483870969,Winter
Dartmoor,2012,September,11.541666666666666,Spring
Dartmoor,2012,October,12.585483870967742,Spring
Dartmoor,2012,November,16.345,Spring
Dartmoor,2012,December,18.796749999999996,Summer
Dartmoor,2012,December,18.796749999999996,Summer
Dartmoor,2013,January,18.929032258064517,Summer
Dartmoor,2013,February,22.71483870967742,Summer
Dartmoor,2013,March,19.81290322580645,Autumn
Dartmoor,2013,April,14.593333333333334,Autumn
Dartmoor,2013,May,12.387096774193548,Autumn
Dartmoor,2013,June,10.08,Winter
Dartmoor,2013,July,9.930645161290322,Winter
Dartmoor,2013,August,11,Winter
Dartmoor,2013,September,13.328333333333333,Spring
Dartmoor,2013,October,12.808064516129033,Spring
Dartmoor,2013,November,13.983333333333333,Spring
Dartmoor,2013,December,17.02258064516129,Summer
Dartmoor,2014,January,20.666129032258066,Summer
Dartmoor,2014,February,19.82142857142857,Summer
Dartmoor,2014,March,17.083870967741934,Autumn
Dartmoor,2014,April,14.469999999999999,Autumn
Dartmoor,2014,May,13.151612903225807,Autumn
Dartmoor,2014,June,10.841666666666667,Winter
Dartmoor,2014,July,9.375806451612904,Winter
Dartmoor,2014,August,9.69516129032258,Winter
Dartmoor,2014,September,12.183333333333334,Spring
Dartmoor,2014,October,14.745161290322581,Spring
Dartmoor,2014,November,16.175,Spring
Dartmoor,2014,December,16.629032258064516,Summer
Dartmoor,2015,January,18.52741935483871,Summer
Dartmoor,2015,February,20.257142857142856,Summer
Dartmoor,2015,March,15.609677419354838,Autumn
Dartmoor,2015,April,12.566666666666666,Autumn
Dartmoor,2015,May,11.391935483870968,Autumn
Dartmoor,2015,June,10.298333333333334,Winter
Dartmoor,2015,July,8.646774193548387,Winter
Dartmoor,2015,August,9.55967741935484,Winter
Dartmoor,2015,September,11.113333333333333,Spring
Dartmoor,2015,October,16.329032258064515,Spring
Dartmoor,2015,November,16.338333333333335,Spring
Dartmoor,2015,December,20.15806451612903,Summer
Dartmoor,2016,January,20.38064516129032,Summer
Dartmoor,2016,February,19.286206896551725,Summer
Dartmoor,2016,March,18.419354838709676,Autumn
Dartmoor,2016,April,15.428333333333333,Autumn
Dartmoor,2016,May,12.648387096774194,Autumn
Dartmoor,2016,June,9.383333333333333,Winter
Dartmoor,2016,July,9.875806451612902,Winter
Dartmoor,2016,August,10.461290322580645,Winter
Dartmoor,2016,September,11.231666666666667,Spring
Dartmoor,2016,October,12.19516129032258,Spring
Dartmoor,2016,November,14.183333333333334,Spring
Dartmoor,2016,December,17.35,Summer
Dartmoor,2017,January,19.629032258064516,Summer
Dartmoor,2017,February,18.52857142857143,Summer
Dartmoor,2017,March,19.979032258064517,Autumn
Dartmoor,2017,April,14.7,Autumn
Dartmoor,2017,May,11.093548387096774,Autumn
Dartmoor,2017,June,9.492,Winter
Darwin,2008,July,24.648387096774194,Winter
Darwin,2008,August,26.05,Winter
Darwin,2008,September,28.275,Spring
Darwin,2008,October,29.751612903225805,Spring
Darwin,2008,November,30.240000000000002,Spring
Darwin,2008,December,28.753225806451614,Summer
Darwin,2009,January,28.770967741935483,Summer
Darwin,2009,February,27.8375,Summer
Darwin,2009,March,28.970967741935485,Autumn
Darwin,2009,April,29.105,Autumn
Darwin,2009,May,27.620967741935484,Autumn
Darwin,2009,June,25.791666666666668,Winter
Darwin,2009,July,25.143548387096775,Winter
Darwin,2009,August,26.048387096774192,Winter
Darwin,2009,September,28.746666666666666,Spring
Darwin,2009,October,29.7,Spring
Darwin,2009,November,29.45,Spring
Darwin,2009,December,29.125806451612902,Summer
Darwin,2010,January,28.166129032258063,Summer
Darwin,2010,February,29.198214285714286,Summer
Darwin,2010,March,29.3,Autumn
Darwin,2010,April,28.596666666666668,Autumn
Darwin,2010,May,28.296774193548387,Autumn
Darwin,2010,June,25.668333333333333,Winter
Darwin,2010,July,27.470967741935485,Winter
Darwin,2010,August,27.056451612903224,Winter
Darwin,2010,September,29.223333333333333,Spring
Darwin,2010,October,29.083870967741937,Spring
Darwin,2010,November,28.885,Spring
Darwin,2010,December,28.18225806451613,Summer
Darwin,2011,January,27.60967741935484,Summer
Darwin,2011,February,27.5125,Summer
Darwin,2011,March,27.89516129032258,Autumn
Darwin,2011,April,33.47419354838709,Autumn
Darwin,2011,May,25.358064516129033,Autumn
Darwin,2011,June,22.561666666666667,Winter
Darwin,2011,July,25.241935483870968,Winter
Darwin,2011,August,25.282258064516128,Winter
Darwin,2011,September,27.36,Spring
Darwin,2011,October,28.898387096774194,Spring
Darwin,2011,November,28.8,Spring
Darwin,2011,December,29.474193548387095,Summer
Darwin,2012,January,28.75483870967742,Summer
Darwin,2012,February,28.693103448275863,Summer
Darwin,2012,March,28.34032258064516,Autumn
Darwin,2012,April,28.191666666666666,Autumn
Darwin,2012,May,26.14516129032258,Autumn
Darwin,2012,June,23.596666666666668,Winter
Darwin,2012,July,24.670967741935485,Winter
Darwin,2012,August,24.57741935483871,Winter
Darwin,2012,September,27.78,Spring
Darwin,2012,October,29.120967741935484,Spring
Darwin,2012,November,29.638333333333332,Spring
Darwin,2012,December,37.047916666666666,Summer
Darwin,2012,December,37.047916666666666,Summer
Darwin,2013,January,29.346774193548388,Summer
Darwin,2013,February,23.477419354838712,Summer
Darwin,2013,March,28.572580645161292,Autumn
Darwin,2013,April,29.051666666666666,Autumn
Darwin,2013,May,28.212903225806453,Autumn
Darwin,2013,June,26.686666666666667,Winter
Darwin,2013,July,25.774193548387096,Winter
Darwin,2013,August,25.724193548387095,Winter
Darwin,2013,September,28.305,Spring
Darwin,2013,October,29.387096774193548,Spring
Darwin,2013,November,28.701666666666668,Spring
Darwin,2013,December,28.782258064516128,Summer
Darwin,2014,January,28.298387096774192,Summer
Darwin,2014,February,28.22142857142857,Summer
Darwin,2014,March,28.838709677419356,Autumn
Darwin,2014,April,28.886666666666667,Autumn
Darwin,2014,May,27.996774193548386,Autumn
Darwin,2014,June,25.575,Winter
Darwin,2014,July,24.990322580645163,Winter
Darwin,2014,August,24.870967741935484,Winter
Darwin,2014,September,27.128333333333334,Spring
Darwin,2014,October,28.933870967741935,Spring
Darwin,2014,November,29.708333333333332,Spring
Darwin,2014,December,30.280645161290323,Summer
Darwin,2015,January,28.129032258064516,Summer
Darwin,2015,February,28.74642857142857,Summer
Darwin,2015,March,29.083870967741937,Autumn
Darwin,2015,April,28.711666666666666,Autumn
Darwin,2015,May,26.77258064516129,Autumn
Darwin,2015,June,26.515,Winter
Darwin,2015,July,25.11774193548387,Winter
Darwin,2015,August,25.746774193548386,Winter
Darwin,2015,September,27.669999999999998,Spring
Darwin,2015,October,28.91774193548387,Spring
Darwin,2015,November,30.3,Spring
Darwin,2015,December,28.8,Summer
Darwin,2016,January,29.517741935483873,Summer
Darwin,2016,February,29.455172413793104,Summer
Darwin,2016,March,29.962903225806453,Autumn
Darwin,2016,April,29.751666666666665,Autumn
Darwin,2016,May,29.096774193548388,Autumn
Darwin,2016,June,28.113333333333333,Winter
Darwin,2016,July,25.65,Winter
Darwin,2016,August,26.411290322580644,Winter
Darwin,2016,September,28.928333333333335,Spring
Darwin,2016,October,29.20967741935484,Spring
Darwin,2016,November,29.596666666666668,Spring
Darwin,2016,December,28.903225806451612,Summer
Darwin,2017,January,28.730645161290322,Summer
Darwin,2017,February,28.34464285714286,Summer
Darwin,2017,March,28.46451612903226,Autumn
Darwin,2017,April,28.065,Autumn
Darwin,2017,May,27.769354838709678,Autumn
Darwin,2017,June,25.704166666666666,Winter
GoldCoast,2008,December,25.05,Summer
GoldCoast,2009,January,25.862903225806452,Summer
GoldCoast,2009,February,25.769642857142856,Summer
GoldCoast,2009,March,24.683870967741935,Autumn
GoldCoast,2009,April,22.45,Autumn
GoldCoast,2009,May,19.412903225806453,Autumn
GoldCoast,2009,June,16.828333333333333,Winter
GoldCoast,2009,July,16.364516129032257,Winter
GoldCoast,2009,August,19.06935483870968,Winter
GoldCoast,2009,September,19.8,Spring
GoldCoast,2009,October,21.524193548387096,Spring
GoldCoast,2009,November,24.305,Spring
GoldCoast,2009,December,25.178333333333335,Summer
GoldCoast,2010,January,26.188709677419354,Summer
GoldCoast,2010,February,25.685714285714287,Summer
GoldCoast,2010,March,24.798387096774192,Autumn
GoldCoast,2010,April,23.211666666666666,Autumn
GoldCoast,2010,May,19.601612903225806,Autumn
GoldCoast,2010,June,17.251666666666665,Winter
GoldCoast,2010,July,17.22258064516129,Winter
GoldCoast,2010,August,16.75483870967742,Winter
GoldCoast,2010,September,20.316666666666666,Spring
GoldCoast,2010,October,20.175806451612903,Spring
GoldCoast,2010,November,22.656666666666666,Spring
GoldCoast,2010,December,24.032258064516128,Summer
GoldCoast,2011,January,25.24516129032258,Summer
GoldCoast,2011,February,25.864285714285714,Summer
GoldCoast,2011,March,24.78548387096774,Autumn
GoldCoast,2011,April,19.828387096774193,Autumn
GoldCoast,2011,May,18.246774193548386,Autumn
GoldCoast,2011,June,16.501666666666665,Winter
GoldCoast,2011,July,15.953225806451613,Winter
GoldCoast,2011,August,17.193548387096772,Winter
GoldCoast,2011,September,19.031666666666666,Spring
GoldCoast,2011,October,20.570967741935483,Spring
GoldCoast,2011,November,23.89666666666667,Spring
GoldCoast,2011,December,23.15967741935484,Summer
GoldCoast,2012,January,24.588709677419356,Summer
GoldCoast,2012,February,25.374137931034483,Summer
GoldCoast,2012,March,24.18064516129032,Autumn
GoldCoast,2012,April,22.035,Autumn
GoldCoast,2012,May,19.096774193548388,Autumn
GoldCoast,2012,June,17.296666666666667,Winter
GoldCoast,2012,July,16.837096774193547,Winter
GoldCoast,2012,August,17.166666666666668,Winter
GoldCoast,2012,September,19.318333333333335,Spring
GoldCoast,2012,October,21.019354838709678,Spring
GoldCoast,2012,November,23.125,Spring
GoldCoast,2012,December,26.593749999999996,Summer
GoldCoast,2012,December,26.593749999999996,Summer
GoldCoast,2013,January,26.045161290322582,Summer
GoldCoast,2013,February,31.254193548387097,Summer
GoldCoast,2013,March,24.3,Autumn
GoldCoast,2013,April,22.06,Autumn
GoldCoast,2013,May,19.269354838709678,Autumn
GoldCoast,2013,June,17.195,Winter
GoldCoast,2013,July,17.611290322580643,Winter
GoldCoast,2013,August,18.175806451612903,Winter
GoldCoast,2013,September,21.013333333333332,Spring
GoldCoast,2013,October,22.456451612903226,Spring
GoldCoast,2013,November,22.633333333333333,Spring
GoldCoast,2013,December,24.080645161290324,Summer
GoldCoast,2014,January,25.551612903225806,Summer
GoldCoast,2014,February,25.635714285714286,Summer
GoldCoast,2014,March,24.758064516129032,Autumn
GoldCoast,2014,April,23.155,Autumn
GoldCoast,2014,May,20.175806451612903,Autumn
GoldCoast,2014,June,18.326666666666668,Winter
GoldCoast,2014,July,16.106451612903225,Winter
GoldCoast,2014,August,17.303225806451614,Winter
GoldCoast,2014,September,19.086666666666666,Spring
GoldCoast,2014,October,21.606451612903225,Spring
GoldCoast,2014,November,23.933333333333334,Spring
GoldCoast,2014,December,24.875806451612902,Summer
GoldCoast,2015,January,26.038709677419355,Summer
GoldCoast,2015,February,24.826785714285712,Summer
GoldCoast,2015,March,25.90806451612903,Autumn
GoldCoast,2015,April,22.156666666666666,Autumn
GoldCoast,2015,May,19.730645161290322,Autumn
GoldCoast,2015,June,17.71,Winter
GoldCoast,2015,July,16.18225806451613,Winter
GoldCoast,2015,August,17.82741935483871,Winter
GoldCoast,2015,September,18.863333333333333,Spring
GoldCoast,2015,October,21.406451612903226,Spring
GoldCoast,2015,November,24.063333333333333,Spring
GoldCoast,2015,December,24.43709677419355,Summer
GoldCoast,2016,January,25.11551724137931,Summer
GoldCoast,2016,February,26.108620689655172,Summer
GoldCoast,2016,March,25.381034482758622,Autumn
GoldCoast,2016,April,23.396666666666665,Autumn
GoldCoast,2016,May,21.048387096774192,Autumn
GoldCoast,2016,June,17.701666666666668,Winter
GoldCoast,2016,July,17.664516129032258,Winter
GoldCoast,2016,August,17.683870967741935,Winter
GoldCoast,2016,September,19.883333333333333,Spring
GoldCoast,2016,October,20.56935483870968,Spring
GoldCoast,2016,November,23.429310344827584,Spring
GoldCoast,2016,December,24.688709677419354,Summer
GoldCoast,2017,January,26.11774193548387,Summer
GoldCoast,2017,February,26.43148148148148,Summer
GoldCoast,2017,March,25.066129032258065,Autumn
GoldCoast,2017,April,21.275,Autumn
GoldCoast,2017,May,19.596774193548388,Autumn
GoldCoast,2017,June,18.048,Winter
Hobart,2008,July,7.788709677419355,Winter
Hobart,2008,August,9.138709677419355,Winter
Hobart,2008,September,11.81,Spring
Hobart,2008,October,13.901612903225807,Spring
Hobart,2008,November,13.82,Spring
Hobart,2008,December,15.167741935483871,Summer
Hobart,2009,January,18.148387096774194,Summer
Hobart,2009,February,16.633928571428573,Summer
Hobart,2009,March,16.029032258064515,Autumn
Hobart,2009,April,13.34,Autumn
Hobart,2009,May,11.675806451612903,Autumn
Hobart,2009,June,9.136666666666667,Winter
Hobart,2009,July,8.875806451612902,Winter
Hobart,2009,August,10.625806451612902,Winter
Hobart,2009,September,11.61,Spring
Hobart,2009,October,11.961290322580645,Spring
Hobart,2009,November,15.586666666666666,Spring
Hobart,2009,December,16.64516129032258,Summer
Hobart,2010,January,18.50483870967742,Summer
Hobart,2010,February,18.40535714285714,Summer
Hobart,2010,March,18.120967741935484,Autumn
Hobart,2010,April,14.973333333333333,Autumn
Hobart,2010,May,11.166129032258064,Autumn
Hobart,2010,June,9.211666666666666,Winter
Hobart,2010,July,9.45,Winter
Hobart,2010,August,9.553225806451612,Winter
Hobart,2010,September,10.686666666666667,Spring
Hobart,2010,October,13.362903225806452,Spring
Hobart,2010,November,14.365,Spring
Hobart,2010,December,15.733870967741936,Summer
Hobart,2011,January,17.935483870967744,Summer
Hobart,2011,February,16.242857142857144,Summer
Hobart,2011,March,15.417741935483871,Autumn
Hobart,2011,April,12.334193548387098,Autumn
Hobart,2011,May,11.014516129032257,Autumn
Hobart,2011,June,9.215,Winter
Hobart,2011,July,8.275806451612903,Winter
Hobart,2011,August,11.39516129032258,Winter
Hobart,2011,September,11.698333333333334,Spring
Hobart,2011,October,12.587096774193549,Spring
Hobart,2011,November,15.816666666666666,Spring
Hobart,2011,December,15.967741935483872,Summer
Hobart,2012,January,18.616129032258065,Summer
Hobart,2012,February,17.912068965517243,Summer
Hobart,2012,March,16.370967741935484,Autumn
Hobart,2012,April,14.985,Autumn
Hobart,2012,May,11.745161290322581,Autumn
Hobart,2012,June,8.873333333333333,Winter
Hobart,2012,July,8.829032258064515,Winter
Hobart,2012,August,9.775806451612903,Winter
Hobart,2012,September,11.591666666666667,Spring
Hobart,2012,October,12.814516129032258,Spring
Hobart,2012,November,15.386666666666667,Spring
Hobart,2012,December,19.233333333333334,Summer
Hobart,2012,December,19.233333333333334,Summer
Hobart,2013,January,18.49032258064516,Summer
Hobart,2013,February,14.792258064516128,Summer
Hobart,2013,March,18.203225806451613,Autumn
Hobart,2013,April,13.661666666666667,Autumn
Hobart,2013,May,11.569354838709678,Autumn
Hobart,2013,June,9.556666666666667,Winter
Hobart,2013,July,9.962903225806452,Winter
Hobart,2013,August,9.951612903225806,Winter
Hobart,2013,September,12.418333333333333,Spring
Hobart,2013,October,13.106451612903225,Spring
Hobart,2013,November,13.238333333333333,Spring
Hobart,2013,December,16.501612903225805,Summer
Hobart,2014,January,17.982258064516127,Summer
Hobart,2014,February,18.035714285714285,Summer
Hobart,2014,March,17.32741935483871,Autumn
Hobart,2014,April,13.956666666666667,Autumn
Hobart,2014,May,11.603225806451613,Autumn
Hobart,2014,June,9.84,Winter
Hobart,2014,July,9.648387096774194,Winter
Hobart,2014,August,10.033870967741935,Winter
Hobart,2014,September,12.85,Spring
Hobart,2014,October,13.341935483870968,Spring
Hobart,2014,November,14.82,Spring
Hobart,2014,December,16.19516129032258,Summer
Hobart,2015,January,17.32741935483871,Summer
Hobart,2015,February,17.932142857142857,Summer
Hobart,2015,March,15.093548387096774,Autumn
Hobart,2015,April,12.823333333333334,Autumn
Hobart,2015,May,10.67258064516129,Autumn
Hobart,2015,June,9.091666666666667,Winter
Hobart,2015,July,8.259677419354839,Winter
Hobart,2015,August,8.070967741935483,Winter
Hobart,2015,September,11.8,Spring
Hobart,2015,October,14.258064516129032,Spring
Hobart,2015,November,15.625,Spring
Hobart,2015,December,17.37258064516129,Summer
Hobart,2016,January,18.420967741935485,Summer
Hobart,2016,February,19.089655172413792,Summer
Hobart,2016,March,17.06290322580645,Autumn
Hobart,2016,April,15.631666666666668,Autumn
Hobart,2016,May,12.170967741935485,Autumn
Hobart,2016,June,9.981666666666667,Winter
Hobart,2016,July,9.735483870967743,Winter
Hobart,2016,August,9.864516129032259,Winter
Hobart,2016,September,12.103333333333333,Spring
Hobart,2016,October,12.583870967741936,Spring
Hobart,2016,November,14.321666666666667,Spring
Hobart,2016,December,17.10322580645161,Summer
Hobart,2017,January,18.28548387096774,Summer
Hobart,2017,February,17.335714285714285,Summer
Hobart,2017,March,17.679032258064517,Autumn
Hobart,2017,April,14.501666666666667,Autumn
Hobart,2017,May,11.12741935483871,Autumn
Hobart,2017,June,10.385416666666666,Winter
Katherine,2013,March,29.326785714285712,Autumn
Katherine,2013,April,27.201724137931034,Autumn
Katherine,2013,May,26.821428571428573,Autumn
Katherine,2013,June,23.81896551724138,Winter
Katherine,2013,July,23.003333333333334,Winter
Katherine,2013,August,23.696774193548386,Winter
Katherine,2013,September,29.141666666666666,Spring
Katherine,2013,October,32.110344827586204,Spring
Katherine,2013,November,31.438,Spring
Katherine,2013,December,30.7375,Summer
Katherine,2014,January,29.516129032258064,Summer
Katherine,2014,February,28.568,Summer
Katherine,2014,March,29.19074074074074,Autumn
Katherine,2014,April,29.26206896551724,Autumn
Katherine,2014,May,26.637931034482758,Autumn
Katherine,2014,June,22.833333333333332,Winter
Katherine,2014,July,21.961290322580645,Winter
Katherine,2014,August,21.825806451612902,Winter
Katherine,2014,September,27.083333333333332,Spring
Katherine,2014,October,30.906666666666666,Spring
Katherine,2014,November,31.94,Spring
Katherine,2014,December,30.87258064516129,Summer
Katherine,2015,January,29.098387096774193,Summer
Katherine,2015,February,30.074074074074076,Summer
Katherine,2015,March,29.809677419354838,Autumn
Katherine,2015,April,27.366666666666667,Autumn
Katherine,2015,May,23.74310344827586,Autumn
Katherine,2015,June,23.351666666666667,Winter
Katherine,2015,July,22.108064516129033,Winter
Katherine,2015,August,24.017741935483873,Winter
Katherine,2015,September,26.767857142857142,Spring
